"Time","TEMPERATURA ARIA PRACASTELLO (ZP013M002)","PRECIPITAZIONI PRACASTELLO (ZP013M007)","INTENSITA PIOGGIA PRACASTELLO (ZP013M107)"
"2026-03-13 16:50:00","12.14","0","0"
"2026-03-13 16:40:00","12.68","0","0"
"2026-03-13 16:30:00","12.92","0","0"
"2026-03-13 16:20:00","13.12","0","0"
"2026-03-13 16:10:00","13.29","0","0"
"2026-03-13 16:00:00","13.72","0","0"
"2026-03-13 15:50:00","13.84","0","0"
"2026-03-13 15:40:00","14.04","0","0"
"2026-03-13 15:30:00","13.99","0","0"
"2026-03-13 15:20:00","14.02","0","0"
"2026-03-13 15:10:00","13.96","0","0"
"2026-03-13 15:00:00","13.91","0","0"
"2026-03-13 14:50:00","13.74","0","0"
"2026-03-13 14:40:00","13.99","0","0"
"2026-03-13 14:30:00","14.05","0","0"
"2026-03-13 14:20:00","14.19","0","0"
"2026-03-13 14:10:00","14.38","0","0"
"2026-03-13 14:00:00","14.57","0","0"
"2026-03-13 13:50:00","14.5","0","0"
"2026-03-13 13:40:00","14.57","0","0"
"2026-03-13 13:30:00","14.55","0","0"
"2026-03-13 13:20:00","14.38","0","0"
"2026-03-13 13:10:00","14.29","0","0"
"2026-03-13 13:00:00","14.24","0","0"
"2026-03-13 12:50:00","14.11","0","0"
"2026-03-13 12:40:00","14.06","0","0"
"2026-03-13 12:30:00","14.1","0","0"
"2026-03-13 12:20:00","14.11","0","0"
"2026-03-13 12:10:00","13.98","0","0"
"2026-03-13 12:00:00","14.12","0","0"
"2026-03-13 11:50:00","14.13","0","0"
"2026-03-13 11:40:00","14.26","0","0"
"2026-03-13 11:30:00","14.38","0","0"
"2026-03-13 11:20:00","14.76","0","0"
"2026-03-13 11:10:00","14.32","0","0"
"2026-03-13 11:00:00","14.26","0","0"
"2026-03-13 10:50:00","13.74","0","0"
"2026-03-13 10:40:00","13.5","0","0"
"2026-03-13 10:30:00","13.02","0","0"
"2026-03-13 10:20:00","12.41","0","0"
"2026-03-13 10:10:00","11.85","0","0"
"2026-03-13 10:00:00","11.26","0","0"
"2026-03-13 09:50:00","10.44","0","0"
"2026-03-13 09:40:00","9.63","0","0"
"2026-03-13 09:30:00","8.4","0","0"
"2026-03-13 09:20:00","7.16","0","0"
"2026-03-13 09:10:00","6.82","0","0"
"2026-03-13 09:00:00","6.87","0","0"
"2026-03-13 08:50:00","6.71","0","0"
"2026-03-13 08:40:00","6.57","0","0"
"2026-03-13 08:30:00","6.48","0","0"
"2026-03-13 08:20:00","6.45","0","0"
"2026-03-13 08:10:00","6.47","0","0"
"2026-03-13 08:00:00","6.28","0","0"
"2026-03-13 07:50:00","6.24","0","0"
"2026-03-13 07:40:00","5.77","0","0"
"2026-03-13 07:30:00","5.49","0","0"
"2026-03-13 07:20:00","5.17","0","0"
"2026-03-13 07:10:00","5.03","0","0"
"2026-03-13 07:00:00","5.11","0","0"
"2026-03-13 06:50:00","5.22","0","0"
"2026-03-13 06:40:00","5.26","0","0"
"2026-03-13 06:30:00","5.34","0","0"
"2026-03-13 06:20:00","5.29","0","0"
"2026-03-13 06:10:00","5.02","0","0"
"2026-03-13 06:00:00","4.97","0","0"
"2026-03-13 05:50:00","5.08","0","0"
"2026-03-13 05:40:00","5.31","0","0"
"2026-03-13 05:30:00","5.39","0","0"
"2026-03-13 05:20:00","5.51","0","0"
"2026-03-13 05:10:00","5.58","0","0"
"2026-03-13 05:00:00","5.74","0","0"
"2026-03-13 04:50:00","5.69","0","0"
"2026-03-13 04:40:00","5.62","0","0"
"2026-03-13 04:30:00","5.59","0","0"
"2026-03-13 04:20:00","5.67","0","0"
"2026-03-13 04:10:00","5.51","0","0"
"2026-03-13 04:00:00","5.62","0","0"
"2026-03-13 03:50:00","5.61","0","0"
"2026-03-13 03:40:00","5.49","0","0"
"2026-03-13 03:30:00","5.41","0","0"
"2026-03-13 03:20:00","5.62","0","0"
"2026-03-13 03:10:00","5.67","0","0"
"2026-03-13 03:00:00","5.83","0","0"
"2026-03-13 02:50:00","5.79","0","0"
"2026-03-13 02:40:00","5.86","0","0"
"2026-03-13 02:30:00","5.93","0","0"
"2026-03-13 02:20:00","5.94","0","0"
"2026-03-13 02:10:00","6.01","0","0"
"2026-03-13 02:00:00","6.1","0","0"
"2026-03-13 01:50:00","6.06","0","0"
"2026-03-13 01:40:00","6","0","0"
"2026-03-13 01:30:00","6.04","0","0"
"2026-03-13 01:20:00","6.01","0","0"
"2026-03-13 01:10:00","5.96","0","0"
"2026-03-13 01:00:00","5.98","0","0"
"2026-03-13 00:50:00","6.06","0","0"
"2026-03-13 00:40:00","6.28","0","0"
"2026-03-13 00:30:00","6.28","0","0"
"2026-03-13 00:20:00","6.36","0","0"
"2026-03-13 00:10:00","6.44","0","0"
"2026-03-13 00:00:00","6.4","0","0"
"2026-03-12 23:50:00","6.39","0","0"
"2026-03-12 23:40:00","6.5","0","0"
"2026-03-12 23:30:00","6.54","0","0"
"2026-03-12 23:20:00","6.67","0","0"
"2026-03-12 23:10:00","6.77","0","0"
"2026-03-12 23:00:00","6.9","0","0"
"2026-03-12 22:50:00","7.06","0","0"
"2026-03-12 22:40:00","6.89","0","0"
"2026-03-12 22:30:00","6.98","0","0"
"2026-03-12 22:20:00","7.08","0","0"
"2026-03-12 22:10:00","7.04","0","0"
"2026-03-12 22:00:00","7.03","0","0"
"2026-03-12 21:50:00","7.05","0","0"
"2026-03-12 21:40:00","7.18","0","0"
"2026-03-12 21:30:00","7.24","0","0"
"2026-03-12 21:20:00","7.4","0","0"
"2026-03-12 21:10:00","7.43","0","0"
"2026-03-12 21:00:00","7.55","0","0"
"2026-03-12 20:50:00","7.76","0","0"
"2026-03-12 20:40:00","7.87","0","0"
"2026-03-12 20:30:00","7.88","0","1.2"
"2026-03-12 20:20:00","7.98","0.2","0"
"2026-03-12 20:10:00","8.06","0","0"
"2026-03-12 20:00:00","8.14","0","0"
"2026-03-12 19:50:00","8.09","0","0"
"2026-03-12 19:40:00","8.25","0","0"
"2026-03-12 19:30:00","8.44","0","0"
"2026-03-12 19:20:00","8.47","0","0"
"2026-03-12 19:10:00","8.68","0","0"
"2026-03-12 19:00:00","8.89","0","0"
"2026-03-12 18:50:00","8.94","0","0"
"2026-03-12 18:40:00","9.11","0","0"
"2026-03-12 18:30:00","9.15","0","0"
"2026-03-12 18:20:00","9.37","0","0"
"2026-03-12 18:10:00","9.63","0","0"
"2026-03-12 18:00:00","9.87","0","0"
"2026-03-12 17:50:00","10.13","0","0"
"2026-03-12 17:40:00","10.37","0","0"
"2026-03-12 17:30:00","10.49","0","0"
"2026-03-12 17:20:00","10.8","0","2.4"
"2026-03-12 17:10:00","11.05","0.4","1.2"
"2026-03-12 17:00:00","11.08","0.2","4.8"
"2026-03-12 16:50:00","11.66","0.8","1.2"
"2026-03-12 16:40:00","13.09","0.2","0"
"2026-03-12 16:30:00","14.7","0","0"
"2026-03-12 16:20:00","14.99","0","0"
"2026-03-12 16:10:00","15.25","0","0"
"2026-03-12 16:00:00","15.48","0","0"
"2026-03-12 15:50:00","15.59","0","0"
"2026-03-12 15:40:00","15.45","0","0"
"2026-03-12 15:30:00","15.43","0","0"
"2026-03-12 15:20:00","15.38","0","0"
"2026-03-12 15:10:00","15.29","0","0"
"2026-03-12 15:00:00","15.26","0","0"
"2026-03-12 14:50:00","15.38","0","0"
"2026-03-12 14:40:00","15.17","0","0"
"2026-03-12 14:30:00","15.27","0","0"
"2026-03-12 14:20:00","15.39","0","0"
"2026-03-12 14:10:00","15.44","0","0"
"2026-03-12 14:00:00","15.39","0","0"
"2026-03-12 13:50:00","15.5","0","0"
"2026-03-12 13:40:00","15.47","0","0"
"2026-03-12 13:30:00","15.55","0","0"
"2026-03-12 13:20:00","15.75","0","0"
"2026-03-12 13:10:00","15.92","0","0"
"2026-03-12 13:00:00","16","0","0"
"2026-03-12 12:50:00","16.45","0","0"
"2026-03-12 12:40:00","16.12","0","0"
"2026-03-12 12:30:00","16.18","0","0"
"2026-03-12 12:20:00","16","0","0"
"2026-03-12 12:10:00","16","0","0"
"2026-03-12 12:00:00","15.87","0","0"
"2026-03-12 11:50:00","15.67","0","0"
"2026-03-12 11:40:00","15.28","0","0"
"2026-03-12 11:30:00","15.25","0","0"
"2026-03-12 11:20:00","15.1","0","0"
"2026-03-12 11:10:00","14.95","0","0"
"2026-03-12 11:00:00","14.36","0","0"
"2026-03-12 10:50:00","13.55","0","0"
"2026-03-12 10:40:00","12.91","0","0"
"2026-03-12 10:30:00","12.7","0","0"
"2026-03-12 10:20:00","12.79","0","0"
"2026-03-12 10:10:00","11.98","0","0"
"2026-03-12 10:00:00","12.56","0","0"
"2026-03-12 09:50:00","11.86","0","0"
"2026-03-12 09:40:00","10.78","0","0"
"2026-03-12 09:30:00","10.62","0","0"
"2026-03-12 09:20:00","9.74","0","0"
"2026-03-12 09:10:00","8.86","0","0"
"2026-03-12 09:00:00","8.18","0","0"
"2026-03-12 08:50:00","7.93","0","0"
"2026-03-12 08:40:00","7.91","0","0"
"2026-03-12 08:30:00","7.39","0","0"
"2026-03-12 08:20:00","7.09","0","0"
"2026-03-12 08:10:00","6.72","0","0"
"2026-03-12 08:00:00","6.48","0","0"
"2026-03-12 07:50:00","6.35","0","0"
"2026-03-12 07:40:00","6.37","0","0"
"2026-03-12 07:30:00","6.33","0","0"
"2026-03-12 07:20:00","6.08","0","0"
"2026-03-12 07:10:00","6.03","0","0"
"2026-03-12 07:00:00","6.11","0","0"
"2026-03-12 06:50:00","6.14","0","0"
"2026-03-12 06:40:00","6.16","0","0"
"2026-03-12 06:30:00","6.02","0","0"
"2026-03-12 06:20:00","6.14","0","0"
"2026-03-12 06:10:00","6.06","0","0"
"2026-03-12 06:00:00","6.14","0","0"
"2026-03-12 05:50:00","6.07","0","0"
"2026-03-12 05:40:00","6.04","0","0"
"2026-03-12 05:30:00","6.16","0","0"
"2026-03-12 05:20:00","6.22","0","0"
"2026-03-12 05:10:00","6.21","0","0"
"2026-03-12 05:00:00","6.31","0","0"
"2026-03-12 04:50:00","6.32","0","0"
"2026-03-12 04:40:00","6.2","0","0"
"2026-03-12 04:30:00","6.18","0","0"
"2026-03-12 04:20:00","6.14","0","0"
"2026-03-12 04:10:00","6.14","0","0"
"2026-03-12 04:00:00","6.33","0","0"
"2026-03-12 03:50:00","6.51","0","0"
"2026-03-12 03:40:00","6.51","0","0"
"2026-03-12 03:30:00","6.47","0","0"
"2026-03-12 03:20:00","6.4","0","0"
"2026-03-12 03:10:00","6.37","0","0"
"2026-03-12 03:00:00","6.43","0","0"
"2026-03-12 02:50:00","6.47","0","0"
"2026-03-12 02:40:00","6.54","0","0"
"2026-03-12 02:30:00","6.47","0","0"
"2026-03-12 02:20:00","6.58","0","0"
"2026-03-12 02:10:00","6.45","0","0"
"2026-03-12 02:00:00","6.38","0","0"
"2026-03-12 01:50:00","6.28","0","0"
"2026-03-12 01:40:00","6.2","0","0"
"2026-03-12 01:30:00","6.09","0","0"
"2026-03-12 01:20:00","6.01","0","0"
"2026-03-12 01:10:00","5.94","0","0"
"2026-03-12 01:00:00","6.02","0","0"
"2026-03-12 00:50:00","5.96","0","0"
"2026-03-12 00:40:00","6.11","0","0"
"2026-03-12 00:30:00","6.18","0","0"
"2026-03-12 00:20:00","6.34","0","0"
"2026-03-12 00:10:00","6.33","0","0"
"2026-03-12 00:00:00","6.39","0","0"
"2026-03-11 23:50:00","6.5","0","0"
"2026-03-11 23:40:00","6.53","0","0"
"2026-03-11 23:30:00","6.68","0","0"
"2026-03-11 23:20:00","6.51","0","0"
"2026-03-11 23:10:00","6.5","0","0"
"2026-03-11 23:00:00","6.5","0","0"
"2026-03-11 22:50:00","6.48","0","0"
"2026-03-11 22:40:00","6.44","0","0"
"2026-03-11 22:30:00","6.56","0","0"
"2026-03-11 22:20:00","6.73","0","0"
"2026-03-11 22:10:00","6.7","0","0"
"2026-03-11 22:00:00","6.9","0","0"
"2026-03-11 21:50:00","6.96","0","0"
"2026-03-11 21:40:00","7.11","0","0"
"2026-03-11 21:30:00","7.16","0","0"
"2026-03-11 21:20:00","7.31","0","0"
"2026-03-11 21:10:00","7.49","0","0"
"2026-03-11 21:00:00","7.6","0","0"
"2026-03-11 20:50:00","7.77","0","0"
"2026-03-11 20:40:00","7.94","0","0"
"2026-03-11 20:30:00","8.2","0","0"
"2026-03-11 20:20:00","8.4","0","0"
"2026-03-11 20:10:00","8.58","0","0"
"2026-03-11 20:00:00","8.77","0","0"
"2026-03-11 19:50:00","8.93","0","0"
"2026-03-11 19:40:00","9.14","0","0"
"2026-03-11 19:30:00","9.27","0","0"
"2026-03-11 19:20:00","9.63","0","0"
"2026-03-11 19:10:00","9.88","0","0"
"2026-03-11 19:00:00","10.17","0","0"
"2026-03-11 18:50:00","10.32","0","0"
"2026-03-11 18:40:00","10.4","0","0"
"2026-03-11 18:30:00","10.64","0","0"
"2026-03-11 18:20:00","10.95","0","0"
"2026-03-11 18:10:00","11.51","0","0"
"2026-03-11 18:00:00","11.89","0","0"
"2026-03-11 17:50:00","12.2","0","0"
"2026-03-11 17:40:00","12.31","0","0"
"2026-03-11 17:30:00","12.37","0","0"
"2026-03-11 17:20:00","12.42","0","0"
"2026-03-11 17:10:00","12.62","0","0"
"2026-03-11 17:00:00","12.65","0","0"
"2026-03-11 16:50:00","12.85","0","0"
"2026-03-11 16:40:00","12.81","0","0"
"2026-03-11 16:30:00","12.78","0","0"
"2026-03-11 16:20:00","12.87","0","0"
"2026-03-11 16:10:00","12.83","0","0"
"2026-03-11 16:00:00","12.75","0","0"
"2026-03-11 15:50:00","12.82","0","0"
"2026-03-11 15:40:00","12.89","0","0"
"2026-03-11 15:30:00","13.07","0","0"
"2026-03-11 15:20:00","13.04","0","0"
"2026-03-11 15:10:00","12.96","0","0"
"2026-03-11 15:00:00","12.96","0","0"
"2026-03-11 14:50:00","12.84","0","0"
"2026-03-11 14:40:00","12.84","0","0"
"2026-03-11 14:30:00","12.69","0","0"
"2026-03-11 14:20:00","12.72","0","0"
"2026-03-11 14:10:00","12.86","0","0"
"2026-03-11 14:00:00","12.92","0","0"
"2026-03-11 13:50:00","12.69","0","0"
"2026-03-11 13:40:00","12.41","0","0"
"2026-03-11 13:30:00","12.15","0","0"
"2026-03-11 13:20:00","12.09","0","0"
"2026-03-11 13:10:00","12.12","0","0"
"2026-03-11 13:00:00","12.08","0","0"
"2026-03-11 12:50:00","12.13","0","0"
"2026-03-11 12:40:00","12.1","0","0"
"2026-03-11 12:30:00","12.31","0","0"
"2026-03-11 12:20:00","12.26","0","0"
"2026-03-11 12:10:00","11.93","0","0"
"2026-03-11 12:00:00","11.55","0","0"
"2026-03-11 11:50:00","11.43","0","0"
"2026-03-11 11:40:00","11.35","0","0"
"2026-03-11 11:30:00","11.29","0","0"
"2026-03-11 11:20:00","11.2","0","0"
"2026-03-11 11:10:00","10.99","0","0"
"2026-03-11 11:00:00","10.95","0","0"
"2026-03-11 10:50:00","10.81","0","0"
"2026-03-11 10:40:00","10.54","0","0"
"2026-03-11 10:30:00","10.67","0","0"
"2026-03-11 10:20:00","10.53","0","0"
"2026-03-11 10:10:00","10.15","0","0"
"2026-03-11 10:00:00","10.07","0","0"
"2026-03-11 09:50:00","9.85","0","0"
"2026-03-11 09:40:00","9.71","0","0"
"2026-03-11 09:30:00","9.48","0","0"
"2026-03-11 09:20:00","9.55","0","0"
"2026-03-11 09:10:00","9.3","0","0"
"2026-03-11 09:00:00","8.86","0","0"
"2026-03-11 08:50:00","8.79","0","0"
"2026-03-11 08:40:00","8.36","0","0"
"2026-03-11 08:30:00","8.26","0","0"
"2026-03-11 08:20:00","7.98","0","0"
"2026-03-11 08:10:00","7.74","0","0"
"2026-03-11 08:00:00","7.65","0","0"
"2026-03-11 07:50:00","7.56","0","0"
"2026-03-11 07:40:00","7.42","0","0"
"2026-03-11 07:30:00","7.3","0","0"
"2026-03-11 07:20:00","7.24","0","0"
"2026-03-11 07:10:00","7.21","0","0"
"2026-03-11 07:00:00","7.18","0","0"
"2026-03-11 06:50:00","7.2","0","0"
"2026-03-11 06:40:00","7.08","0","0"
"2026-03-11 06:30:00","6.95","0","0"
"2026-03-11 06:20:00","6.94","0","0"
"2026-03-11 06:10:00","7.25","0","0"
"2026-03-11 06:00:00","7.55","0","0"
"2026-03-11 05:50:00","7.69","0","0"
"2026-03-11 05:40:00","7.66","0","0"
"2026-03-11 05:30:00","7.68","0","0"
"2026-03-11 05:20:00","7.89","0","0"
"2026-03-11 05:10:00","8.06","0","0"
"2026-03-11 05:00:00","8.14","0","0"
"2026-03-11 04:50:00","8.21","0","0"
"2026-03-11 04:40:00","8.3","0","0"
"2026-03-11 04:30:00","8.36","0","0"
"2026-03-11 04:20:00","8.38","0","0"
"2026-03-11 04:10:00","8.39","0","0"
"2026-03-11 04:00:00","8.38","0","0"
"2026-03-11 03:50:00","8.43","0","0"
"2026-03-11 03:40:00","8.4","0","0"
"2026-03-11 03:30:00","8.35","0","0"
"2026-03-11 03:20:00","8.38","0","0"
"2026-03-11 03:10:00","8.42","0","0"
"2026-03-11 03:00:00","8.42","0","0"
"2026-03-11 02:50:00","8.44","0","0"
"2026-03-11 02:40:00","8.43","0","0"
"2026-03-11 02:30:00","8.44","0","2.4"
"2026-03-11 02:20:00","8.51","0.4","0"
"2026-03-11 02:10:00","8.53","0","0"
"2026-03-11 02:00:00","8.44","0","0"
"2026-03-11 01:50:00","8.47","0","0"
"2026-03-11 01:40:00","8.45","0","0"
"2026-03-11 01:30:00","8.48","0","0"
"2026-03-11 01:20:00","8.5","0","0"
"2026-03-11 01:10:00","8.52","0","0"
"2026-03-11 01:00:00","8.51","0","0"
"2026-03-11 00:50:00","8.56","0","0"
"2026-03-11 00:40:00","8.58","0","0"
"2026-03-11 00:30:00","8.65","0","0"
"2026-03-11 00:20:00","8.61","0","0"
"2026-03-11 00:10:00","8.66","0","0"
"2026-03-11 00:00:00","8.69","0","0"
"2026-03-10 23:50:00","8.73","0","0"
"2026-03-10 23:40:00","8.68","0","0"
"2026-03-10 23:30:00","8.73","0","0"
"2026-03-10 23:20:00","8.73","0","0"
"2026-03-10 23:10:00","8.78","0","0"
"2026-03-10 23:00:00","8.77","0","0.2"
"2026-03-10 22:50:00","8.8","0","0"
"2026-03-10 22:40:00","8.81","0","0"
"2026-03-10 22:30:00","8.91","0","1.2"
"2026-03-10 22:20:00","8.95","0.2","0"
"2026-03-10 22:10:00","8.97","0","0"
"2026-03-10 22:00:00","9.11","0","0"
"2026-03-10 21:50:00","8.99","0","0"
"2026-03-10 21:40:00","9.07","0","1.2"
"2026-03-10 21:30:00","9.17","0.2","0"
"2026-03-10 21:20:00","9.15","0","1.2"
"2026-03-10 21:10:00","9.31","0.2","1.2"
"2026-03-10 21:00:00","9.36","0.2","0"
"2026-03-10 20:50:00","9.36","0","0"
"2026-03-10 20:40:00","9.47","0","0"
"2026-03-10 20:30:00","9.63","0","1.2"
"2026-03-10 20:20:00","9.71","0.2","0"
"2026-03-10 20:10:00","9.97","0","0"
"2026-03-10 20:00:00","10.3","0","0"
"2026-03-10 19:50:00","10.6","0","0"
"2026-03-10 19:40:00","10.85","0","0"
"2026-03-10 19:30:00","10.99","0","0"
"2026-03-10 19:20:00","11","0","0"
"2026-03-10 19:10:00","11.13","0","0"
"2026-03-10 19:00:00","11.14","0","0"
"2026-03-10 18:50:00","11.21","0","0"
"2026-03-10 18:40:00","11.37","0","0"
"2026-03-10 18:30:00","11.46","0","0"
"2026-03-10 18:20:00","11.59","0","0"
"2026-03-10 18:10:00","11.74","0","0"
"2026-03-10 18:00:00","11.83","0","0"
"2026-03-10 17:50:00","11.89","0","0"
"2026-03-10 17:40:00","11.88","0","0"
"2026-03-10 17:30:00","12.04","0","0"
"2026-03-10 17:20:00","11.96","0","0"
"2026-03-10 17:10:00","12.21","0","0"
"2026-03-10 17:00:00","12.38","0","0"
"2026-03-10 16:50:00","12.4","0","0"
"2026-03-10 16:40:00","12.57","0","0"
"2026-03-10 16:30:00","12.74","0","0"
"2026-03-10 16:20:00","12.94","0","0"
"2026-03-10 16:10:00","12.97","0","0"
"2026-03-10 16:00:00","13.15","0","0"
"2026-03-10 15:50:00","13.11","0","0"
"2026-03-10 15:40:00","13.18","0","0"
"2026-03-10 15:30:00","13.17","0","0"
"2026-03-10 15:20:00","12.99","0","0"
"2026-03-10 15:10:00","12.96","0","0"
"2026-03-10 15:00:00","12.91","0","0"
"2026-03-10 14:50:00","13.12","0","0"
"2026-03-10 14:40:00","13.25","0","0"
"2026-03-10 14:30:00","13.04","0","0"
"2026-03-10 14:20:00","12.85","0","0"
"2026-03-10 14:10:00","13.39","0","0"
"2026-03-10 14:00:00","13.89","0","0"
"2026-03-10 13:50:00","14.13","0","0"
"2026-03-10 13:40:00","14.26","0","0"
"2026-03-10 13:30:00","14.15","0","0"
"2026-03-10 13:20:00","13.83","0","0"
"2026-03-10 13:10:00","13.64","0","0"
"2026-03-10 13:00:00","13.71","0","0"
"2026-03-10 12:50:00","13.37","0","0"
"2026-03-10 12:40:00","13.43","0","0"
"2026-03-10 12:30:00","13.72","0","0"
"2026-03-10 12:20:00","13.98","0","0"
"2026-03-10 12:10:00","13.64","0","0"
"2026-03-10 12:00:00","13.38","0","0"
"2026-03-10 11:50:00","12.98","0","0"
"2026-03-10 11:40:00","13.16","0","0"
"2026-03-10 11:30:00","13.01","0","0"
"2026-03-10 11:20:00","13.21","0","0"
"2026-03-10 11:10:00","13.21","0","0"
"2026-03-10 11:00:00","13.03","0","0"
"2026-03-10 10:50:00","12.73","0","0"
"2026-03-10 10:40:00","12.31","0","0"
"2026-03-10 10:30:00","12.02","0","0"
"2026-03-10 10:20:00","11.71","0","0"
"2026-03-10 10:10:00","11.45","0","0"
"2026-03-10 10:00:00","11.67","0","0"
"2026-03-10 09:50:00","11.72","0","0"
"2026-03-10 09:40:00","11.09","0","0"
"2026-03-10 09:30:00","10.78","0","0"
"2026-03-10 09:20:00","9.8","0","0"
"2026-03-10 09:10:00","8.61","0","0"
"2026-03-10 09:00:00","8.17","0","0"
"2026-03-10 08:50:00","7.8","0","0"
"2026-03-10 08:40:00","7.49","0","0"
"2026-03-10 08:30:00","7.26","0","0"
"2026-03-10 08:20:00","7.13","0","0"
"2026-03-10 08:10:00","6.95","0","0"
"2026-03-10 08:00:00","6.92","0","0"
"2026-03-10 07:50:00","6.79","0","0"
"2026-03-10 07:40:00","6.95","0","0"
"2026-03-10 07:30:00","7","0","0"
"2026-03-10 07:20:00","6.95","0","0"
"2026-03-10 07:10:00","6.9","0","0"
"2026-03-10 07:00:00","6.95","0","0"
"2026-03-10 06:50:00","6.85","0","0"
"2026-03-10 06:40:00","6.99","0","0"
"2026-03-10 06:30:00","6.88","0","0"
"2026-03-10 06:20:00","6.81","0","0"
"2026-03-10 06:10:00","6.76","0","0"
"2026-03-10 06:00:00","6.87","0","0"
"2026-03-10 05:50:00","6.94","0","0"
"2026-03-10 05:40:00","7.02","0","0"
"2026-03-10 05:30:00","6.95","0","0"
"2026-03-10 05:20:00","6.99","0","0"
"2026-03-10 05:10:00","7.09","0","0"
"2026-03-10 05:00:00","7.09","0","0"
"2026-03-10 04:50:00","7.06","0","0"
"2026-03-10 04:40:00","7.09","0","0"
"2026-03-10 04:30:00","7.2","0","0"
"2026-03-10 04:20:00","7.25","0","0"
"2026-03-10 04:10:00","7.22","0","0"
"2026-03-10 04:00:00","7.18","0","0"
"2026-03-10 03:50:00","7.08","0","0"
"2026-03-10 03:40:00","7.13","0","0"
"2026-03-10 03:30:00","6.92","0","0"
"2026-03-10 03:20:00","7","0","0"
"2026-03-10 03:10:00","6.95","0","0"
"2026-03-10 03:00:00","6.86","0","0"
"2026-03-10 02:50:00","6.92","0","0"
"2026-03-10 02:40:00","6.93","0","0"
"2026-03-10 02:30:00","6.9","0","0"
"2026-03-10 02:20:00","6.86","0","0"
"2026-03-10 02:10:00","7.06","0","0"
"2026-03-10 02:00:00","7.26","0","0"
"2026-03-10 01:50:00","7.51","0","0"
"2026-03-10 01:40:00","7.44","0","0"
"2026-03-10 01:30:00","7.61","0","0"
"2026-03-10 01:20:00","7.52","0","0"
"2026-03-10 01:10:00","7.7","0","0"
"2026-03-10 01:00:00","7.86","0","0"
"2026-03-10 00:50:00","7.87","0","0"
"2026-03-10 00:40:00","7.95","0","0"
"2026-03-10 00:30:00","7.99","0","0"
"2026-03-10 00:20:00","7.91","0","0"
"2026-03-10 00:10:00","7.97","0","0"
"2026-03-10 00:00:00","8.07","0","0"
"2026-03-09 23:50:00","8.19","0","0"
"2026-03-09 23:40:00","8.24","0","0"
"2026-03-09 23:30:00","8.49","0","0"
"2026-03-09 23:20:00","8.27","0","0"
"2026-03-09 23:10:00","8.46","0","0"
"2026-03-09 23:00:00","8.4","0","0"
"2026-03-09 22:50:00","8.34","0","0"
"2026-03-09 22:40:00","8.45","0","0"
"2026-03-09 22:30:00","8.16","0","0"
"2026-03-09 22:20:00","8.29","0","0"
"2026-03-09 22:10:00","8.28","0","0"
"2026-03-09 22:00:00","8.47","0","0"
"2026-03-09 21:50:00","8.56","0","0"
"2026-03-09 21:40:00","8.51","0","0"
"2026-03-09 21:30:00","8.72","0","0"
"2026-03-09 21:20:00","8.84","0","0"
"2026-03-09 21:10:00","8.94","0","0"
"2026-03-09 21:00:00","8.83","0","0"
"2026-03-09 20:50:00","8.92","0","0"
"2026-03-09 20:40:00","9.17","0","0"
"2026-03-09 20:30:00","9.54","0","0"
"2026-03-09 20:20:00","9.43","0","0"
"2026-03-09 20:10:00","9.76","0","0"
"2026-03-09 20:00:00","9.91","0","0"
"2026-03-09 19:50:00","10","0","0"
"2026-03-09 19:40:00","10.39","0","0"
"2026-03-09 19:30:00","10.61","0","0"
"2026-03-09 19:20:00","10.57","0","0"
"2026-03-09 19:10:00","10.66","0","0"
"2026-03-09 19:00:00","10.94","0","0"
"2026-03-09 18:50:00","11.12","0","0"
"2026-03-09 18:40:00","11.23","0","0"
"2026-03-09 18:30:00","11.68","0","0"
"2026-03-09 18:20:00","12.08","0","0"
"2026-03-09 18:10:00","12.39","0","0"
"2026-03-09 18:00:00","12.81","0","0"
"2026-03-09 17:50:00","13.26","0","0"
"2026-03-09 17:40:00","13.75","0","0"
"2026-03-09 17:30:00","13.9","0","0"
"2026-03-09 17:20:00","13.92","0","0"
"2026-03-09 17:10:00","13.91","0","0"
"2026-03-09 17:00:00","13.93","0","0"
"2026-03-09 16:50:00","14.35","0","0"
"2026-03-09 16:40:00","15.15","0","0"
"2026-03-09 16:30:00","15.48","0","0"
"2026-03-09 16:20:00","15.48","0","0"
"2026-03-09 16:10:00","15.23","0","0"
"2026-03-09 16:00:00","14.99","0","0"
"2026-03-09 15:50:00","14.95","0","0"
"2026-03-09 15:40:00","14.93","0","0"
"2026-03-09 15:30:00","15.03","0","0"
"2026-03-09 15:20:00","15.02","0","0"
"2026-03-09 15:10:00","15.01","0","0"
"2026-03-09 15:00:00","15.07","0","0"
"2026-03-09 14:50:00","15.01","0","0"
"2026-03-09 14:40:00","15.09","0","0"
"2026-03-09 14:30:00","15.11","0","0"
"2026-03-09 14:20:00","15.09","0","0"
"2026-03-09 14:10:00","14.93","0","0"
"2026-03-09 14:00:00","14.6","0","0"
"2026-03-09 13:50:00","14.37","0","0"
"2026-03-09 13:40:00","14.11","0","0"
"2026-03-09 13:30:00","13.91","0","0"
"2026-03-09 13:20:00","13.81","0","0"
"2026-03-09 13:10:00","13.89","0","0"
"2026-03-09 13:00:00","13.69","0","0"
"2026-03-09 12:50:00","13.58","0","0"
"2026-03-09 12:40:00","13.58","0","0"
"2026-03-09 12:30:00","13.56","0","0"
